lastname,firstname,screenname,user_id
Gehrke,Sven Gustav,svengehrke,491342008
Costin,Tudor Paul,tupacostin,1139158839742410753
Krämer,Elisabeth,kraemer4berlin,2726575499
Brantner,Franziska Katharina,fbrantner,32323724
Nusser,Dennis Tim,timnusser,244992955
Kaufmann,Malte,maltekaufmann,97530140
Cademartori Dujisin,Isabel Andrea,isacademartori,204259229
Sekmen,Melis,melis_s,289583425
Akbulut,Gökay,akbulutgokay,800457587510476800
Warken,Nina Ingrid,ninawarken,65413134
Schneidewind-Hartnagel,Charlotte,charlotte_mdb,1235523759597068288
Baum,Christina,drchristinabaum,955899834325700609
Oppelt,Moritz Paul Georg,moritz_oppelt,1042344502776791041
Castellucci,Lars,larscastellucci,17469649
Kretz,Jürgen,juergenkretz,369706514
Brandenburg,Jens,jbrandenburgfdp,857906951707127808
Gutting,Olav Steffen,olavgutting,58429842
Heger,Nicole-Annette,nicoleheger1,1253385002294874117
Gohl,Christopher,lofferg,283033082
Krichbaum,Gunther,guntherkrichba3,1161098384020824069
Mast,Katja Wilma,katjamast,937678874095300609
Aeffner,Stephanie,s_aeffner,982288614
Semet,Rainer,rainersemet,1263786763371380737
Esken,Saskia Christina,eskensaskia,1423622834
Hanser,Thomas,thomashanser6,1303188159598153728
Söhne,Julia Sophie,juliasoehne,1325131133923721218
Kopf,Chantal Johanna Siglinde,chantal_kopf,820001178943627266
Näger,Marco Manuel,nagermarco,1211815420040138752
Pflüger,Tobias Klaus,tpflueger,16696924
Mehmet Ali,Takis,takismehmetali1,1413536612068245507
Zickenheiner,Gerhard,gzickenheiner,1201838123841404929
Hoffmann,Christoph,hoffmannforest,1085494381405237251
Kenk,Moritz,moritzkenk,807359895863435265
Bury,Yannick,yannickbury,33738797
Fechner,Johannes,fechnerjohannes,1105754727101485058
Ritter,Tino Josef,tino_ritter,874629032100454401
Seitz,Thomas Michael Konrad,th_seitz_afd,913358838736310272
Pirch,Imke,pirch,1302919611793502208
Schäuble,Wolfgang,wolf_schauble,491327447
Katsch,Matthias,kamazhe,79128230
Zawalski,Thomas Lothar,thomaszawalski,1100388122888728577
Bärmann,Simon,simonbaermann,2197566851
Weiss,Maria-Lena,marialenaweiss,2654324832
Witkowski,Mirko Wilko,mirkowitkowski,20699677
Reif,Annette,reifannette,1289231383823515649
Frei,Thorsten,thorsten_frei,1181598578508214272
Türk-Nachbaur,Derya,derya_tn,1162689374510886912
Klinge,Marcel,klinge_marcel,1330853304147058688
Hermann,Heinrich Alexandra,ahermann_linke,1431880754833858560
Seitzl,Lina,lina_seitzl,2474314748
Lederer,Sebastian Martin,lederer_gruene,1255983450584231938
Jurisch,Ann-Veruschka,avjurisch,1377177846158778373
Hug,Michael Andreas,michaelhug17,1160087042136653824
Röth,Sibylle,roethsibylle,1379793984881577984
Schreiner,Felix,felixschreiner,162398888
Schwarzelühr-Sutter,Rita Berta,rischwasu,50932086
Schmitt,Jan-Lukas,schmittjanlukas,1414286832439894018
Khawaja,Jareem,jkhawajaaa,2839740437
Bausch,Ulrich Matthias,bauschulrich,1376235556934447111
Müller-Gemmeke,Beate,gruenebeate,53426644
Kober,Pascal Felix Ernst,pascalkober,19909974
Schrade,Hansjörg,hansjorgschrade,1409036163915075586
Tatti,Jessica Nadine,jessica_tatti,1020297087970435072
Widmann-Mauz,Annette,awidmannmauz,3351905747
Rosemann,Martin,martinrosemann,28784085
Kühn,Christian,chriskuehn_mdb,1143130812
Grünke,Julian Simon,juliangruenke,2814722659
Hänsel,Heike Stefanie,heikehaensel,332264734
Kemmer,Ronja Helene,ronjakemmer,2405039875
Rothenbacher,Jan,janrothenb,3347244099
Emmerich,Marcel,herr_emmerich,16695267
Kulitz,Christian Alexander,akulitz,1743275384
Reinalter,Anja Margit,anjareinalter,1398922666069872641
Schaaf,Rainer,rainerschaaf1,1407600048897236994
Mayer-Lay,Volker,vmayer_lay,1290361590429229056
Hahn,Leon Maria Michael,leonhahn,129795099
Heubuch,Maria Ulrike,mheubuch,1337706238205960193
Steffen-Stiehl,Christian,c_steffenstiehl,950829413331030016
Weidel,Alice Elisabeth,alice_weidel,833398209053605888
Frank,Sander Hendrik Tim,sanderfrankfn,1253621098077437952
Brugger,Agnes Monika,agnieszka_mdb,172269309
Strasser,Benjamin,bstrasser,29540300
Bareiß,Thomas,thomas_bareiss,2797812265
Mesarosch,Robin,mesarosch,208413193
Kretschmann,Johannes Friedrich,zwitscherklause,2282460432
Link,Stephan Wolfram,stephan92286946,1232392373617004553
Gregg,Nicolas,nicogregg,1326943027466792960
Kramp-Karrenbauer,Annegret,akk,47620601
Ortleb,Josephine Loulou,josephineortleb,21618829
Baumeister,Mark,markbaumeister,73063590
Isringhaus,Paul Helmut,hisringhaus,107776320
Altmaier,Peter,peteraltmaier,378693834
Maas,Heiko Josef,heikomaas,24158261
Ensch-Engel,Dagmar,dielinkeumwelt,1383197616
Hießerich-Peter,Angelika,hiesserichpeter,886507776670928896
Lessel,Ute,utelessel,1421048553024204803
Schön,Nadine,nadineschoen,41840905
Petry,Christian,cpetrymdb,64159881
Luksic,Oliver,olliluksic,21144568
Uhl,Markus Alexander,uhl_markus,1391875208
Limbacher,Esra-Leon Ruben,esralimbacher,19139341
Wirth,Christian Friedrich,chrwirthmdb,920193967937019904
Armbrüster,Ralf,klarliberal,351405321
Brunken,Jakob,happy_gruen,490635718
Zaya,Nadin,nadinzaya,911918713527562241
Görke,Christian,goerke_c,1411676203224870912
Pechstein,Claudia,pechsteinclaudi,1430957459125030916
Krings,Günter,g_krings,3348766367
Ebmeyer,Joachim Simon,jseebmeyer,1424668554641690625
Schütz,Fabian Richard,schuetzcdu,1404058312845500426
Reichel,Markus,drmarkusreiche1,822120749091717120
Heidkamp,Erich Heinrich,heidkamperich,1292123263972278273
Bubendorfer-Licht,Sandra,tulpen14,192279146
Huber,Johannes Josef,huber_afd,2527085323
Ilsanker,Josef,dielinkepassau,845490499
Jaegers,Jan,_janpj_,756762981975912448
Hermann,Heinrich Alexandra,shakydtx,252943331
